Country Name,Region,Income Group,Year,CO2
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1998,117.344
Gabon,Sub-Saharan Africa,Upper middle income,1998,4979.786
United Kingdom,Europe & Central Asia,High income,1998,531905.684
Georgia,Europe & Central Asia,Upper middle income,1998,4961.451
Ghana,Sub-Saharan Africa,Lower middle income,1998,6402.582
Gibraltar,Europe & Central Asia,High income,1998,308.028
Guinea,Sub-Saharan Africa,Low income,1998,1503.47
"Gambia, The",Sub-Saharan Africa,Low income,1998,212.686
Guinea-Bissau,Sub-Saharan Africa,Low income,1998,172.349
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1998,165.015
Greece,Europe & Central Asia,High income,1998,87751.31
Grenada,Latin America & Caribbean,Upper middle income,1998,176.016
Greenland,Europe & Central Asia,High income,1998,528.048
Guatemala,Latin America & Caribbean,Upper middle income,1998,8753.129
Guam,East Asia & Pacific,High income,1998,
Guyana,Latin America & Caribbean,Upper middle income,1998,1657.484
"Hong Kong SAR, China",East Asia & Pacific,High income,1998,39101.221
Honduras,Latin America & Caribbean,Lower middle income,1998,4649.756
Croatia,Europe & Central Asia,High income,1998,20153.832
Haiti,Latin America & Caribbean,Low income,1998,1232.112
Hungary,Europe & Central Asia,High income,1998,59163.378
Indonesia,East Asia & Pacific,Lower middle income,1998,214200.471
Isle of Man,Europe & Central Asia,High income,1998,
India,South Asia,Lower middle income,1998,936221.77
Ireland,Europe & Central Asia,High income,1998,38554.838
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,1998,308508.377
Iraq,Middle East & North Africa,Upper middle income,1998,72371.912
Iceland,Europe & Central Asia,High income,1998,2101.191
Israel,Middle East & North Africa,High income,1998,57095.19
Italy,Europe & Central Asia,High income,1998,440153.677
Jamaica,Latin America & Caribbean,Upper middle income,1998,9717.55
Jordan,Middle East & North Africa,Upper middle income,1998,14543.322
Japan,East Asia & Pacific,High income,1998,1157829.581
Kazakhstan,Europe & Central Asia,Upper middle income,1998,127321.907
Kenya,Sub-Saharan Africa,Lower middle income,1998,10036.579
Kyrgyz Republic,Europe & Central Asia,Lower middle income,1998,5955.208
Cambodia,East Asia & Pacific,Lower middle income,1998,1950.844
Kiribati,East Asia & Pacific,Lower middle income,1998,29.336
St. Kitts and Nevis,Latin America & Caribbean,High income,1998,150.347
"Korea, Rep.",East Asia & Pacific,High income,1998,364833.497
Kuwait,Middle East & North Africa,High income,1998,51745.037
Lao PDR,East Asia & Pacific,Lower middle income,1998,685.729
Lebanon,Middle East & North Africa,Upper middle income,1998,16648.18
Liberia,Sub-Saharan Africa,Low income,1998,374.034
Libya,Middle East & North Africa,Upper middle income,1998,45474.467
St. Lucia,Latin America & Caribbean,Upper middle income,1998,308.028
Liechtenstein,Europe & Central Asia,High income,1998,
Sri Lanka,South Asia,Upper middle income,1998,7825.378
Lesotho,Sub-Saharan Africa,Lower middle income,1998,1804.164
Lithuania,Europe & Central Asia,High income,1998,16197.139
Luxembourg,Europe & Central Asia,High income,1998,7356.002
Latvia,Europe & Central Asia,High income,1998,8063.733
"Macao SAR, China",East Asia & Pacific,High income,1998,1558.475
St. Martin (French part),Latin America & Caribbean,High income,1998,
Morocco,Middle East & North Africa,Lower middle income,1998,32038.579
Monaco,Europe & Central Asia,High income,1998,
Moldova,Europe & Central Asia,Lower middle income,1998,6270.57
Madagascar,Sub-Saharan Africa,Low income,1998,1738.158
Maldives,South Asia,Upper middle income,1998,300.694
Mexico,Latin America & Caribbean,Upper middle income,1998,389087.035
Marshall Islands,East Asia & Pacific,Upper middle income,1998,69.673
North Macedonia,Europe & Central Asia,Upper middle income,1998,12625.481
Mali,Sub-Saharan Africa,Low income,1998,762.736
Malta,Middle East & North Africa,High income,1998,2145.195
Myanmar,East Asia & Pacific,Lower middle income,1998,8078.401
Montenegro,Europe & Central Asia,Upper middle income,1998,
Mongolia,East Asia & Pacific,Lower middle income,1998,7708.034
Northern Mariana Islands,East Asia & Pacific,High income,1998,
Mozambique,Sub-Saharan Africa,Low income,1998,1133.103
Mauritania,Sub-Saharan Africa,Lower middle income,1998,1122.102
Mauritius,Sub-Saharan Africa,Upper middle income,1998,2170.864
Malawi,Sub-Saharan Africa,Low income,1998,935.085
Malaysia,East Asia & Pacific,Upper middle income,1998,114186.713
Namibia,Sub-Saharan Africa,Upper middle income,1998,1906.84
New Caledonia,East Asia & Pacific,High income,1998,1811.498
Niger,Sub-Saharan Africa,Low income,1998,957.087
Nigeria,Sub-Saharan Africa,Lower middle income,1998,37869.109
Nicaragua,Latin America & Caribbean,Lower middle income,1998,3421.311
Netherlands,Europe & Central Asia,High income,1998,178439.887
Norway,Europe & Central Asia,High income,1998,37777.434
Nepal,South Asia,Low income,1998,2251.538
Nauru,East Asia & Pacific,Upper middle income,1998,99.009
New Zealand,East Asia & Pacific,High income,1998,30029.063
Oman,Middle East & North Africa,High income,1998,16560.172
Pakistan,South Asia,Lower middle income,1998,97663.211
Panama,Latin America & Caribbean,High income,1998,5947.874
Peru,Latin America & Caribbean,Upper middle income,1998,27806.861
Philippines,East Asia & Pacific,Lower middle income,1998,69240.294
Palau,East Asia & Pacific,High income,1998,238.355
Papua New Guinea,East Asia & Pacific,Lower middle income,1998,2863.927
Poland,Europe & Central Asia,High income,1998,325431.582
Puerto Rico,Latin America & Caribbean,High income,1998,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1998,59119.374
Portugal,Europe & Central Asia,High income,1998,57817.589
Paraguay,Latin America & Caribbean,Upper middle income,1998,4503.076
West Bank and Gaza,Middle East & North Africa,Lower middle income,1998,601.388
French Polynesia,East Asia & Pacific,High income,1998,447.374
Qatar,Middle East & North Africa,High income,1998,32401.612
Romania,Europe & Central Asia,Upper middle income,1998,99830.408
Russian Federation,Europe & Central Asia,Upper middle income,1998,1495505.276
Rwanda,Sub-Saharan Africa,Low income,1998,487.711
Saudi Arabia,Middle East & North Africa,High income,1998,207680.545
Sudan,Sub-Saharan Africa,Lower middle income,1998,4697.427
Senegal,Sub-Saharan Africa,Lower middle income,1998,3428.645
Singapore,East Asia & Pacific,High income,1998,48617.086
Solomon Islands,East Asia & Pacific,Lower middle income,1998,143.013
Sierra Leone,Sub-Saharan Africa,Low income,1998,414.371
El Salvador,Latin America & Caribbean,Lower middle income,1998,5812.195
San Marino,Europe & Central Asia,High income,1998,
Somalia,Sub-Saharan Africa,Low income,1998,513.38
Serbia,Europe & Central Asia,Upper middle income,1998,
South Sudan,Sub-Saharan Africa,Low income,1998,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,1998,47.671
Suriname,Latin America & Caribbean,Upper middle income,1998,2108.525
Slovak Republic,Europe & Central Asia,High income,1998,40480.013
Slovenia,Europe & Central Asia,High income,1998,15192.381
Sweden,Europe & Central Asia,High income,1998,52977.149
Eswatini,Sub-Saharan Africa,Lower middle income,1998,1213.777
Sint Maarten (Dutch part),Latin America & Caribbean,High income,1998,
Seychelles,Sub-Saharan Africa,High income,1998,432.706
Syrian Arab Republic,Middle East & North Africa,Low income,1998,50274.57
Turks and Caicos Islands,Latin America & Caribbean,High income,1998,58.672
Chad,Sub-Saharan Africa,Low income,1998,150.347
Togo,Sub-Saharan Africa,Low income,1998,1166.106
Thailand,East Asia & Pacific,Upper middle income,1998,164347.606
Tajikistan,Europe & Central Asia,Low income,1998,2497.227
Turkmenistan,Europe & Central Asia,Upper middle income,1998,32093.584
Timor-Leste,East Asia & Pacific,Lower middle income,1998,
Tonga,East Asia & Pacific,Upper middle income,1998,88.008
Trinidad and Tobago,Latin America & Caribbean,High income,1998,19123.405
Tunisia,Middle East & North Africa,Lower middle income,1998,18001.303
Turkey,Europe & Central Asia,Upper middle income,1998,200614.236
Tuvalu,East Asia & Pacific,Upper middle income,1998,7.334
Tanzania,Sub-Saharan Africa,Low income,1998,2555.899
Uganda,Sub-Saharan Africa,Low income,1998,1265.115
Ukraine,Europe & Central Asia,Lower middle income,1998,328636.54
Uruguay,Latin America & Caribbean,High income,1998,5687.517
United States,North America,High income,1998,5401010.623
Uzbekistan,Europe & Central Asia,Lower middle income,1998,119144.497
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1998,161.348
"Venezuela, RB",Latin America & Caribbean,Upper middle income,1998,167339.878
British Virgin Islands,Latin America & Caribbean,High income,1998,102.676
Virgin Islands (U.S.),Latin America & Caribbean,High income,1998,
Vietnam,East Asia & Pacific,Lower middle income,1998,47513.319
Vanuatu,East Asia & Pacific,Lower middle income,1998,80.674
Samoa,East Asia & Pacific,Upper middle income,1998,132.012
Kosovo,Europe & Central Asia,Upper middle income,1998,
"Yemen, Rep.",Middle East & North Africa,Low income,1998,12200.109
South Africa,Sub-Saharan Africa,Upper middle income,1998,377726.669
Zambia,Sub-Saharan Africa,Lower middle income,1998,2313.877
Zimbabwe,Sub-Saharan Africa,Lower middle income,1998,14253.629
Aruba,Latin America & Caribbean,High income,1999,1807.831
Afghanistan,South Asia,Low income,1999,821.408
Angola,Sub-Saharan Africa,Lower middle income,1999,9156.499
Albania,Europe & Central Asia,Upper middle income,1999,2984.938
Andorra,Europe & Central Asia,High income,1999,513.38
United Arab Emirates,Middle East & North Africa,High income,1999,78374.791
Argentina,Latin America & Caribbean,Upper middle income,1999,146984.361
Armenia,Europe & Central Asia,Upper middle income,1999,3014.274
American Samoa,East Asia & Pacific,Upper middle income,1999,
Antigua and Barbuda,Latin America & Caribbean,High income,1999,330.03
Australia,East Asia & Pacific,High income,1999,325343.574
Austria,Europe & Central Asia,High income,1999,61869.624
Azerbaijan,Europe & Central Asia,Upper middle income,1999,28576.931
Burundi,Sub-Saharan Africa,Low income,1999,253.023
Belgium,Europe & Central Asia,High income,1999,114260.053
Benin,Sub-Saharan Africa,Low income,1999,1562.142
Burkina Faso,Sub-Saharan Africa,Low income,1999,931.418
Bangladesh,South Asia,Lower middle income,1999,25236.294
Bulgaria,Europe & Central Asia,Upper middle income,1999,43981.998
Bahrain,Middle East & North Africa,High income,1999,18019.638
"Bahamas, The",Latin America & Caribbean,High income,1999,1675.819
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1999,10377.61
Belarus,Europe & Central Asia,Upper middle income,1999,56112.434
Belize,Latin America & Caribbean,Upper middle income,1999,348.365
Bermuda,North America,High income,1999,513.38
Bolivia,Latin America & Caribbean,Lower middle income,1999,10443.616
Brazil,Latin America & Caribbean,Upper middle income,1999,320173.104
Barbados,Latin America & Caribbean,High income,1999,1210.11
Brunei Darussalam,East Asia & Pacific,High income,1999,3909.022
Bhutan,South Asia,Lower middle income,1999,385.035
Botswana,Sub-Saharan Africa,Upper middle income,1999,3160.954
Central African Republic,Sub-Saharan Africa,Low income,1999,264.024
Canada,North America,High income,1999,515389.516
Switzerland,Europe & Central Asia,High income,1999,40692.699
Channel Islands,Europe & Central Asia,High income,1999,
Chile,Latin America & Caribbean,High income,1999,61502.924
China,East Asia & Pacific,Upper middle income,1999,3318055.614
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,1999,6266.903
Cameroon,Sub-Saharan Africa,Lower middle income,1999,3080.28
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1999,1382.459
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1999,821.408
Colombia,Latin America & Caribbean,Upper middle income,1999,56512.137
Comoros,Sub-Saharan Africa,Lower middle income,1999,91.675
Cabo Verde,Sub-Saharan Africa,Lower middle income,1999,183.35
Costa Rica,Latin America & Caribbean,Upper middle income,1999,5522.502
Cuba,Latin America & Caribbean,Upper middle income,1999,25331.636
Curaçao,Latin America & Caribbean,High income,1999,
Cayman Islands,Latin America & Caribbean,High income,1999,429.039
Cyprus,Europe & Central Asia,High income,1999,6376.913
Czech Republic,Europe & Central Asia,High income,1999,111975.512
Germany,Europe & Central Asia,High income,1999,822460.429
Djibouti,Middle East & North Africa,Lower middle income,1999,315.362
Dominica,Latin America & Caribbean,Upper middle income,1999,80.674
Denmark,Europe & Central Asia,High income,1999,55148.013
Dominican Republic,Latin America & Caribbean,Upper middle income,1999,18562.354
Algeria,Middle East & North Africa,Upper middle income,1999,92045.367
Ecuador,Latin America & Caribbean,Upper middle income,1999,21495.954
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1999,125393.065
Eritrea,Sub-Saharan Africa,Low income,1999,619.723
Spain,Europe & Central Asia,High income,1999,282355.333
Estonia,Europe & Central Asia,High income,1999,15159.378
Ethiopia,Sub-Saharan Africa,Low income,1999,3157.287
Finland,Europe & Central Asia,High income,1999,55423.038
Fiji,East Asia & Pacific,Upper middle income,1999,784.738
France,Europe & Central Asia,High income,1999,368918.535
Faroe Islands,Europe & Central Asia,High income,1999,630.724
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1999,110.01
Gabon,Sub-Saharan Africa,Upper middle income,1999,4807.437
United Kingdom,Europe & Central Asia,High income,1999,530937.596
Georgia,Europe & Central Asia,Upper middle income,1999,4345.395
Ghana,Sub-Saharan Africa,Lower middle income,1999,6549.262
Gibraltar,Europe & Central Asia,High income,1999,319.029
Guinea,Sub-Saharan Africa,Low income,1999,1580.477
"Gambia, The",Sub-Saharan Africa,Low income,1999,231.021
Guinea-Bissau,Sub-Saharan Africa,Low income,1999,194.351
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1999,465.709
Greece,Europe & Central Asia,High income,1999,86636.542
Grenada,Latin America & Caribbean,Upper middle income,1999,194.351
Greenland,Europe & Central Asia,High income,1999,539.049
Guatemala,Latin America & Caribbean,Upper middle income,1999,8929.145
Guam,East Asia & Pacific,High income,1999,
Guyana,Latin America & Caribbean,Upper middle income,1999,1679.486
"Hong Kong SAR, China",East Asia & Pacific,High income,1999,42716.883
Honduras,Latin America & Caribbean,Lower middle income,1999,4741.431
Croatia,Europe & Central Asia,High income,1999,19992.484
Haiti,Latin America & Caribbean,Low income,1999,1331.121
Hungary,Europe & Central Asia,High income,1999,58800.345
Indonesia,East Asia & Pacific,Lower middle income,1999,241988.997
Isle of Man,Europe & Central Asia,High income,1999,
India,South Asia,Lower middle income,1999,995766.516
Ireland,Europe & Central Asia,High income,1999,40153.65
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,1999,382339.755
Iraq,Middle East & North Africa,Upper middle income,1999,72283.904
Iceland,Europe & Central Asia,High income,1999,2068.188
Israel,Middle East & North Africa,High income,1999,55694.396
Italy,Europe & Central Asia,High income,1999,441998.178
Jamaica,Latin America & Caribbean,Upper middle income,1999,9977.907
Jordan,Middle East & North Africa,Upper middle income,1999,14568.991
Japan,East Asia & Pacific,High income,1999,1196516.431
Kazakhstan,Europe & Central Asia,Upper middle income,1999,116493.256
Kenya,Sub-Saharan Africa,Lower middle income,1999,10172.258
Kyrgyz Republic,Europe & Central Asia,Lower middle income,1999,4671.758
Cambodia,East Asia & Pacific,Lower middle income,1999,1895.839
Kiribati,East Asia & Pacific,Lower middle income,1999,29.336
St. Kitts and Nevis,Latin America & Caribbean,High income,1999,161.348
"Korea, Rep.",East Asia & Pacific,High income,1999,399864.348
Kuwait,Middle East & North Africa,High income,1999,54022.244
Lao PDR,East Asia & Pacific,Lower middle income,1999,927.751
Lebanon,Middle East & North Africa,Upper middle income,1999,16490.499
Liberia,Sub-Saharan Africa,Low income,1999,392.369
Libya,Middle East & North Africa,Upper middle income,1999,44620.056
St. Lucia,Latin America & Caribbean,Upper middle income,1999,319.029
Liechtenstein,Europe & Central Asia,High income,1999,
Sri Lanka,South Asia,Upper middle income,1999,8617.45
Lesotho,Sub-Saharan Africa,Lower middle income,1999,1826.166
Lithuania,Europe & Central Asia,High income,1999,13692.578
Luxembourg,Europe & Central Asia,High income,1999,7686.032
Latvia,Europe & Central Asia,High income,1999,6780.283
"Macao SAR, China",East Asia & Pacific,High income,1999,1518.138
St. Martin (French part),Latin America & Caribbean,High income,1999,
Morocco,Middle East & North Africa,Lower middle income,1999,33153.347
Monaco,Europe & Central Asia,High income,1999,
Moldova,Europe & Central Asia,Lower middle income,1999,4503.076
Madagascar,Sub-Saharan Africa,Low income,1999,1917.841
Maldives,South Asia,Upper middle income,1999,421.705
Mexico,Latin America & Caribbean,Upper middle income,1999,391591.596
Marshall Islands,East Asia & Pacific,Upper middle income,1999,66.006
North Macedonia,Europe & Central Asia,Upper middle income,1999,11723.399
Mali,Sub-Saharan Africa,Low income,1999,795.739
Malta,Middle East & North Africa,High income,1999,2346.88
Myanmar,East Asia & Pacific,Lower middle income,1999,8969.482
Montenegro,Europe & Central Asia,Upper middle income,1999,
Mongolia,East Asia & Pacific,Lower middle income,1999,7554.02
Northern Mariana Islands,East Asia & Pacific,High income,1999,
Mozambique,Sub-Saharan Africa,Low income,1999,1188.108
Mauritania,Sub-Saharan Africa,Lower middle income,1999,1147.771
Mauritius,Sub-Saharan Africa,Upper middle income,1999,2427.554
Malawi,Sub-Saharan Africa,Low income,1999,942.419
Malaysia,East Asia & Pacific,Upper middle income,1999,107934.478
Namibia,Sub-Saharan Africa,Upper middle income,1999,1664.818
New Caledonia,East Asia & Pacific,High income,1999,2057.187
Niger,Sub-Saharan Africa,Low income,1999,953.42
Nigeria,Sub-Saharan Africa,Lower middle income,1999,40285.662
Nicaragua,Latin America & Caribbean,Lower middle income,1999,3626.663
Netherlands,Europe & Central Asia,High income,1999,173665.453
Norway,Europe & Central Asia,High income,1999,40681.698
Nepal,South Asia,Low income,1999,3219.626
Nauru,East Asia & Pacific,Upper middle income,1999,91.675
New Zealand,East Asia & Pacific,High income,1999,32639.967
Oman,Middle East & North Africa,High income,1999,20707.549
Pakistan,South Asia,Lower middle income,1999,100384.125
Panama,Latin America & Caribbean,High income,1999,5669.182
Peru,Latin America & Caribbean,Upper middle income,1999,29358.002
Philippines,East Asia & Pacific,Lower middle income,1999,69159.62
Palau,East Asia & Pacific,High income,1999,242.022
Papua New Guinea,East Asia & Pacific,Lower middle income,1999,2445.889
Poland,Europe & Central Asia,High income,1999,315721.366
Puerto Rico,Latin America & Caribbean,High income,1999,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1999,64531.866
Portugal,Europe & Central Asia,High income,1999,64425.523
Paraguay,Latin America & Caribbean,Upper middle income,1999,4503.076
West Bank and Gaza,Middle East & North Africa,Lower middle income,1999,649.059
French Polynesia,East Asia & Pacific,High income,1999,495.045
Qatar,Middle East & North Africa,High income,1999,31407.855
Romania,Europe & Central Asia,Upper middle income,1999,89742.491
Russian Federation,Europe & Central Asia,Upper middle income,1999,1531130.181
Rwanda,Sub-Saharan Africa,Low income,1999,509.713
Saudi Arabia,Middle East & North Africa,High income,1999,226459.252
Sudan,Sub-Saharan Africa,Lower middle income,1999,5093.463
Senegal,Sub-Saharan Africa,Lower middle income,1999,3700.003
Singapore,East Asia & Pacific,High income,1999,50069.218
Solomon Islands,East Asia & Pacific,Lower middle income,1999,150.347
Sierra Leone,Sub-Saharan Africa,Low income,1999,366.7
El Salvador,Latin America & Caribbean,Lower middle income,1999,5698.518
San Marino,Europe & Central Asia,High income,1999,
Somalia,Sub-Saharan Africa,Low income,1999,491.378
Serbia,Europe & Central Asia,Upper middle income,1999,
South Sudan,Sub-Saharan Africa,Low income,1999,
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,1999,47.671
Suriname,Latin America & Caribbean,Upper middle income,1999,2126.86
Slovak Republic,Europe & Central Asia,High income,1999,39240.567
Slovenia,Europe & Central Asia,High income,1999,15236.385
Sweden,Europe & Central Asia,High income,1999,51106.979
Eswatini,Sub-Saharan Africa,Lower middle income,1999,1239.446
Sint Maarten (Dutch part),Latin America & Caribbean,High income,1999,
Seychelles,Sub-Saharan Africa,High income,1999,509.713
Syrian Arab Republic,Middle East & North Africa,Low income,1999,52372.094
Turks and Caicos Islands,Latin America & Caribbean,High income,1999,66.006
Chad,Sub-Saharan Africa,Low income,1999,161.348
Togo,Sub-Saharan Africa,Low income,1999,1536.473
Thailand,East Asia & Pacific,Upper middle income,1999,176126.01
Tajikistan,Europe & Central Asia,Low income,1999,2519.229
Turkmenistan,Europe & Central Asia,Upper middle income,1999,37678.425
Timor-Leste,East Asia & Pacific,Lower middle income,1999,
Tonga,East Asia & Pacific,Upper middle income,1999,110.01
Trinidad and Tobago,Latin America & Caribbean,High income,1999,22544.716
Tunisia,Middle East & North Africa,Lower middle income,1999,18331.333
Turkey,Europe & Central Asia,Upper middle income,1999,196771.22
Tuvalu,East Asia & Pacific,Upper middle income,1999,7.334
Tanzania,Sub-Saharan Africa,Low income,1999,2537.564
Uganda,Sub-Saharan Africa,Low income,1999,1312.786
Ukraine,Europe & Central Asia,Lower middle income,1999,332549.229
Uruguay,Latin America & Caribbean,High income,1999,6725.278
United States,North America,High income,1999,5504669.379
Uzbekistan,Europe & Central Asia,Lower middle income,1999,123035.184
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1999,165.015
"Venezuela, RB",Latin America & Caribbean,Upper middle income,1999,173122.737
British Virgin Islands,Latin America & Caribbean,High income,1999,102.676
Virgin Islands (U.S.),Latin America & Caribbean,High income,1999,
Vietnam,East Asia & Pacific,Lower middle income,1999,47693.002
Vanuatu,East Asia & Pacific,Lower middle income,1999,84.341
Samoa,East Asia & Pacific,Upper middle income,1999,135.679
Kosovo,Europe & Central Asia,Upper middle income,1999,
"Yemen, Rep.",Middle East & North Africa,Low income,1999,13894.263
South Africa,Sub-Saharan Africa,Upper middle income,1999,375236.776
Zambia,Sub-Saharan Africa,Lower middle income,1999,1807.831
Zimbabwe,Sub-Saharan Africa,Lower middle income,1999,15834.106
Aruba,Latin America & Caribbean,High income,2000,2379.883
Afghanistan,South Asia,Low income,2000,773.737
Angola,Sub-Saharan Africa,Lower middle income,2000,9541.534
Albania,Europe & Central Asia,Upper middle income,2000,3021.608
Andorra,Europe & Central Asia,High income,2000,524.381
United Arab Emirates,Middle East & North Africa,High income,2000,112562.232
Argentina,Latin America & Caribbean,Upper middle income,2000,142136.587
Armenia,Europe & Central Asia,Upper middle income,2000,3465.315
American Samoa,East Asia & Pacific,Upper middle income,2000,
Antigua and Barbuda,Latin America & Caribbean,High income,2000,344.698
Australia,East Asia & Pacific,High income,2000,329443.28
Austria,Europe & Central Asia,High income,2000,62283.995
Azerbaijan,Europe & Central Asia,Upper middle income,2000,29508.349
Burundi,Sub-Saharan Africa,Low income,2000,271.358
Belgium,Europe & Central Asia,High income,2000,115118.131
Benin,Sub-Saharan Africa,Low income,2000,1598.812
Burkina Faso,Sub-Saharan Africa,Low income,2000,1041.428
Bangladesh,South Asia,Lower middle income,2000,27869.2
Bulgaria,Europe & Central Asia,Upper middle income,2000,43530.957
Bahrain,Middle East & North Africa,High income,2000,18643.028
"Bahamas, The",Latin America & Caribbean,High income,2000,1668.485
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2000,13787.92
Belarus,Europe & Central Asia,Upper middle income,2000,53787.556
Belize,Latin America & Caribbean,Upper middle income,2000,396.036
Bermuda,North America,High income,2000,517.047
Bolivia,Latin America & Caribbean,Lower middle income,2000,11067.006
Brazil,Latin America & Caribbean,Upper middle income,2000,327983.814
Barbados,Latin America & Caribbean,High income,2000,1188.108
Brunei Darussalam,East Asia & Pacific,High income,2000,4712.095
Bhutan,South Asia,Lower middle income,2000,396.036
Botswana,Sub-Saharan Africa,Upper middle income,2000,3780.677
Central African Republic,Sub-Saharan Africa,Low income,2000,267.691
Canada,North America,High income,2000,534380.909
Switzerland,Europe & Central Asia,High income,2000,39049.883
Channel Islands,Europe & Central Asia,High income,2000,
Chile,Latin America & Caribbean,High income,2000,58815.013
China,East Asia & Pacific,Upper middle income,2000,3405179.867
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2000,6791.284
Cameroon,Sub-Saharan Africa,Lower middle income,2000,3432.312
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2000,814.074
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2000,1048.762
Colombia,Latin America & Caribbean,Upper middle income,2000,57923.932
Comoros,Sub-Saharan Africa,Lower middle income,2000,102.676
Cabo Verde,Sub-Saharan Africa,Lower middle income,2000,216.353
Costa Rica,Latin America & Caribbean,Upper middle income,2000,5474.831
Cuba,Latin America & Caribbean,Upper middle income,2000,26083.371
Curaçao,Latin America & Caribbean,High income,2000,
Cayman Islands,Latin America & Caribbean,High income,2000,465.709
Cyprus,Europe & Central Asia,High income,2000,6930.63
Czech Republic,Europe & Central Asia,High income,2000,123849.258
Germany,Europe & Central Asia,High income,2000,829977.779
Djibouti,Middle East & North Africa,Lower middle income,2000,341.031
Dominica,Latin America & Caribbean,Upper middle income,2000,102.676
Denmark,Europe & Central Asia,High income,2000,51330.666
Dominican Republic,Latin America & Caribbean,Upper middle income,2000,19790.799
Algeria,Middle East & North Africa,Upper middle income,2000,87861.32
Ecuador,Latin America & Caribbean,Upper middle income,2000,20718.55
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2000,141326.18
Eritrea,Sub-Saharan Africa,Low income,2000,608.722
Spain,Europe & Central Asia,High income,2000,294434.431
Estonia,Europe & Central Asia,High income,2000,14858.684
Ethiopia,Sub-Saharan Africa,Low income,2000,3549.656
Finland,Europe & Central Asia,High income,2000,52427.099
Fiji,East Asia & Pacific,Upper middle income,2000,843.41
France,Europe & Central Asia,High income,2000,362226.26
Faroe Islands,Europe & Central Asia,High income,2000,689.396
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2000,124.678
Gabon,Sub-Saharan Africa,Upper middle income,2000,4693.76
United Kingdom,Europe & Central Asia,High income,2000,541784.582
Georgia,Europe & Central Asia,Upper middle income,2000,4536.079
Ghana,Sub-Saharan Africa,Lower middle income,2000,6288.905
Gibraltar,Europe & Central Asia,High income,2000,333.697
Guinea,Sub-Saharan Africa,Low income,2000,1642.816
"Gambia, The",Sub-Saharan Africa,Low income,2000,245.689
Guinea-Bissau,Sub-Saharan Africa,Low income,2000,146.68
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2000,454.708
Greece,Europe & Central Asia,High income,2000,91616.328
Grenada,Latin America & Caribbean,Upper middle income,2000,190.684
Greenland,Europe & Central Asia,High income,2000,531.715
Guatemala,Latin America & Caribbean,Upper middle income,2000,9915.568
Guam,East Asia & Pacific,High income,2000,
Guyana,Latin America & Caribbean,Upper middle income,2000,1609.813
"Hong Kong SAR, China",East Asia & Pacific,High income,2000,40439.676
Honduras,Latin America & Caribbean,Lower middle income,2000,5031.124
Croatia,Europe & Central Asia,High income,2000,19339.758
Haiti,Latin America & Caribbean,Low income,2000,1367.791
Hungary,Europe & Central Asia,High income,2000,55826.408
Indonesia,East Asia & Pacific,Lower middle income,2000,263418.945
Isle of Man,Europe & Central Asia,High income,2000,
India,South Asia,Lower middle income,2000,1031853.463
Ireland,Europe & Central Asia,High income,2000,41228.081
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2000,372237.17
Iraq,Middle East & North Africa,Upper middle income,2000,72445.252
Iceland,Europe & Central Asia,High income,2000,2163.53
Israel,Middle East & North Africa,High income,2000,60259.811
Italy,Europe & Central Asia,High income,2000,450564.29
Jamaica,Latin America & Caribbean,Upper middle income,2000,10307.937
Jordan,Middle East & North Africa,Upper middle income,2000,15507.743
Japan,East Asia & Pacific,High income,2000,1220527.947
Kazakhstan,Europe & Central Asia,Upper middle income,2000,118099.402
Kenya,Sub-Saharan Africa,Lower middle income,2000,10417.947
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2000,4635.088
Cambodia,East Asia & Pacific,Lower middle income,2000,1976.513
Kiribati,East Asia & Pacific,Lower middle income,2000,29.336
St. Kitts and Nevis,Latin America & Caribbean,High income,2000,172.349
"Korea, Rep.",East Asia & Pacific,High income,2000,447561.017
Kuwait,Middle East & North Africa,High income,2000,53560.202
